YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
2024,1,1,0,0.0,9.01,58.48,2.57
2024,1,1,1,0.0,8.54,60.23,2.49
2024,1,1,2,0.0,8.07,62.03,2.52
2024,1,1,3,0.0,7.63,64.06,2.64
2024,1,1,4,0.0,7.23,65.84,2.76
2024,1,1,5,0.0,6.88,67.95,2.84
2024,1,1,6,0.0,6.56,69.99,2.88
2024,1,1,7,39.38,8.52,61.95,2.71
2024,1,1,8,76.72,11.77,50.21,3.39
2024,1,1,9,145.32,15.63,39.07,2.76
2024,1,1,10,207.05,19.06,31.58,1.75
2024,1,1,11,417.33,21.02,27.63,0.95
2024,1,1,12,480.38,22.19,24.71,0.75
2024,1,1,13,419.83,22.86,22.65,0.79
2024,1,1,14,308.55,22.98,21.47,0.78
2024,1,1,15,189.85,22.4,21.55,0.77
2024,1,1,16,55.28,20.31,25.86,0.79
2024,1,1,17,0.0,17.63,28.74,1.32
2024,1,1,18,0.0,15.97,31.87,1.87
2024,1,1,19,0.0,14.14,36.26,2.31
2024,1,1,20,0.0,12.45,40.93,2.66
2024,1,1,21,0.0,11.09,45.49,2.92
2024,1,1,22,0.0,10.05,49.65,3.06
2024,1,1,23,0.0,9.22,53.29,3.13
2024,1,2,0,0.0,8.53,56.24,3.12
2024,1,2,1,0.0,7.9,58.97,3.06
2024,1,2,2,0.0,7.37,61.13,3.01
2024,1,2,3,0.0,6.96,62.86,3.01
2024,1,2,4,0.0,6.61,64.55,2.99
2024,1,2,5,0.0,6.31,66.09,2.94
2024,1,2,6,0.0,6.09,67.48,2.81
2024,1,2,7,39.38,8.17,58.83,2.33
2024,1,2,8,71.43,11.67,46.78,2.95
2024,1,2,9,155.2,15.55,36.61,2.65
2024,1,2,10,145.82,19.17,28.9,2.44
2024,1,2,11,148.43,21.0,25.03,1.93
2024,1,2,12,142.05,22.13,22.51,1.71
2024,1,2,13,175.4,22.68,21.41,1.49
2024,1,2,14,141.57,22.56,21.5,1.22
2024,1,2,15,108.53,21.86,22.37,1.01
2024,1,2,16,36.15,19.46,27.04,1.09
2024,1,2,17,0.0,16.66,31.44,1.77
2024,1,2,18,0.0,14.63,36.48,2.36
2024,1,2,19,0.0,13.11,41.41,2.72
2024,1,2,20,0.0,11.94,46.06,2.88
2024,1,2,21,0.0,11.0,50.31,2.91
2024,1,2,22,0.0,10.25,54.0,2.89
2024,1,2,23,0.0,9.67,56.77,2.86
2024,1,3,0,0.0,9.2,58.72,2.84
2024,1,3,1,0.0,8.83,60.07,2.84
2024,1,3,2,0.0,8.48,61.22,2.85
2024,1,3,3,0.0,8.15,61.89,2.88
2024,1,3,4,0.0,7.87,62.09,2.98
2024,1,3,5,0.0,7.62,61.87,3.08
2024,1,3,6,0.0,7.35,61.71,3.12
2024,1,3,7,45.15,8.99,54.41,3.76
2024,1,3,8,143.62,11.51,45.54,3.85
2024,1,3,9,269.08,15.43,37.06,3.18
2024,1,3,10,313.4,18.68,33.02,2.29
2024,1,3,11,427.17,20.51,31.81,1.38
2024,1,3,12,434.45,21.59,30.87,0.88
2024,1,3,13,393.4,22.1,30.42,0.63
2024,1,3,14,285.35,22.11,30.55,0.38
2024,1,3,15,190.12,21.49,31.48,0.18
2024,1,3,16,56.75,19.4,35.34,0.68
2024,1,3,17,0.0,16.68,40.5,1.46
2024,1,3,18,0.0,14.69,43.91,2.12
2024,1,3,19,0.0,13.04,46.44,2.52
2024,1,3,20,0.0,11.74,48.35,2.75
2024,1,3,21,0.0,10.68,50.2,2.87
2024,1,3,22,0.0,9.79,51.87,2.84
2024,1,3,23,0.0,9.06,53.26,2.86
2024,1,4,0,0.0,8.45,54.51,2.84
2024,1,4,1,0.0,7.89,55.48,2.78
2024,1,4,2,0.0,7.39,56.65,2.8
2024,1,4,3,0.0,6.93,58.15,2.86
2024,1,4,4,0.0,6.49,59.8,2.88
2024,1,4,5,0.0,6.08,61.72,2.89
2024,1,4,6,0.0,5.71,63.69,2.94
2024,1,4,7,50.97,7.76,55.64,3.16
2024,1,4,8,72.45,10.37,47.19,3.49
2024,1,4,9,129.85,14.05,38.7,2.8
2024,1,4,10,188.62,17.09,33.74,1.88
2024,1,4,11,247.0,18.41,30.95,1.15
2024,1,4,12,303.42,19.19,28.32,0.79
2024,1,4,13,309.2,19.5,26.6,0.82
2024,1,4,14,280.95,19.43,25.53,1.14
2024,1,4,15,190.4,18.84,25.69,1.56
2024,1,4,16,66.47,16.28,30.45,1.61
2024,1,4,17,0.0,12.8,36.98,2.36
2024,1,4,18,0.0,11.14,41.05,2.78
2024,1,4,19,0.0,9.93,44.9,2.92
2024,1,4,20,0.0,8.85,49.26,2.91
2024,1,4,21,0.0,7.92,53.8,2.87
2024,1,4,22,0.0,7.15,58.23,2.84
2024,1,4,23,0.0,6.5,62.33,2.81
2024,1,5,0,0.0,5.97,65.81,2.74
2024,1,5,1,0.0,5.55,68.61,2.64
2024,1,5,2,0.0,5.23,70.84,2.53
2024,1,5,3,0.0,4.94,72.45,2.47
2024,1,5,4,0.0,4.68,73.96,2.44
2024,1,5,5,0.0,4.49,75.17,2.35
2024,1,5,6,0.0,4.31,76.18,2.29
2024,1,5,7,52.6,6.13,67.31,2.13
2024,1,5,8,75.15,9.51,53.76,2.77
2024,1,5,9,158.82,13.69,38.61,2.14
2024,1,5,10,209.8,16.49,30.73,1.25
2024,1,5,11,217.8,18.06,26.97,0.52
2024,1,5,12,261.12,19.27,23.79,0.31
2024,1,5,13,264.35,20.13,21.35,1.03
2024,1,5,14,219.32,20.11,20.58,1.61
2024,1,5,15,172.18,19.27,21.27,1.98
2024,1,5,16,66.5,16.16,27.32,1.86
2024,1,5,17,0.0,12.61,34.5,2.67
2024,1,5,18,0.0,11.14,40.75,3.14
2024,1,5,19,0.0,10.24,48.41,3.26
2024,1,5,20,0.0,9.39,58.39,3.26
2024,1,5,21,0.0,8.63,68.81,3.23
2024,1,5,22,0.0,7.87,78.15,3.02
2024,1,5,23,0.0,7.21,85.85,2.85
2024,1,6,0,0.0,6.7,91.72,2.76
2024,1,6,1,0.0,6.27,96.24,2.74
2024,1,6,2,0.0,5.89,99.94,2.71
2024,1,6,3,0.0,5.54,100.0,2.68
2024,1,6,4,0.0,5.27,100.0,2.67
2024,1,6,5,0.0,5.02,100.0,2.62
2024,1,6,6,0.0,4.78,100.0,2.6
2024,1,6,7,62.5,6.67,94.44,2.47
2024,1,6,8,149.3,9.61,77.25,2.98
2024,1,6,9,269.0,13.36,57.46,2.31
2024,1,6,10,362.3,15.83,46.72,1.75
2024,1,6,11,377.08,17.46,41.85,1.54
2024,1,6,12,463.83,18.71,38.28,1.56
2024,1,6,13,411.6,19.47,35.93,1.67
2024,1,6,14,317.3,19.64,34.92,1.84
2024,1,6,15,193.18,19.1,35.76,2.09
2024,1,6,16,66.12,16.73,41.6,1.68
2024,1,6,17,0.0,13.8,50.55,2.17
2024,1,6,18,0.0,12.38,55.61,2.44
2024,1,6,19,0.0,11.25,60.07,2.55
2024,1,6,20,0.0,10.25,64.35,2.59
2024,1,6,21,0.0,9.38,68.36,2.63
2024,1,6,22,0.0,8.62,71.98,2.7
2024,1,6,23,0.0,7.97,75.52,2.79
2024,1,7,0,0.0,7.43,78.64,2.83
2024,1,7,1,0.0,6.95,81.86,2.83
2024,1,7,2,0.0,6.5,85.05,2.79
2024,1,7,3,0.0,6.08,88.36,2.73
2024,1,7,4,0.0,5.72,91.61,2.65
2024,1,7,5,0.0,5.45,94.25,2.55
2024,1,7,6,0.0,5.25,96.5,2.43
2024,1,7,7,58.8,7.26,84.67,2.16
2024,1,7,8,183.0,10.29,69.3,2.49
2024,1,7,9,334.62,14.16,52.0,2.2
2024,1,7,10,491.52,16.69,42.88,1.89
2024,1,7,11,452.3,18.09,38.68,1.49
2024,1,7,12,442.77,19.19,35.23,1.18
2024,1,7,13,402.08,19.82,32.97,1.02
2024,1,7,14,312.75,19.9,31.91,1.0
2024,1,7,15,192.75,19.33,32.77,1.2
2024,1,7,16,69.95,17.08,37.91,1.27
2024,1,7,17,0.0,14.31,45.66,1.94
2024,1,7,18,0.0,12.56,51.84,2.45
2024,1,7,19,0.0,11.34,57.14,2.77
2024,1,7,20,0.0,10.46,61.58,2.86
2024,1,7,21,0.0,9.74,65.65,2.82
2024,1,7,22,0.0,9.13,69.34,2.73
2024,1,7,23,0.0,8.58,72.8,2.64
2024,1,8,0,0.0,8.09,75.96,2.59
2024,1,8,1,0.0,7.62,79.02,2.58
2024,1,8,2,0.0,7.13,82.3,2.69
2024,1,8,3,0.0,6.71,85.18,2.83
2024,1,8,4,0.0,6.4,87.52,2.9
2024,1,8,5,0.0,6.17,89.3,2.94
2024,1,8,6,0.0,6.01,90.69,2.97
2024,1,8,7,34.55,8.15,78.67,3.4
2024,1,8,8,61.97,11.16,64.54,3.96
2024,1,8,9,88.07,15.13,52.34,4.2
2024,1,8,10,113.03,18.03,45.83,4.13
2024,1,8,11,256.1,20.65,40.41,3.69
2024,1,8,12,273.23,22.55,36.39,3.42
2024,1,8,13,310.7,23.34,35.03,3.34
2024,1,8,14,243.32,23.28,35.74,3.08
2024,1,8,15,155.43,22.42,38.45,2.62
2024,1,8,16,52.88,19.7,46.4,1.89
2024,1,8,17,0.0,16.56,57.2,2.69
2024,1,8,18,0.0,15.42,61.99,3.1
2024,1,8,19,0.0,14.51,66.04,3.33
2024,1,8,20,0.0,13.7,69.81,3.32
2024,1,8,21,0.0,13.13,72.64,3.14
2024,1,8,22,0.0,12.77,74.46,2.97
2024,1,8,23,0.0,12.8,74.5,2.89
2024,1,9,0,0.0,12.88,75.25,2.6
2024,1,9,1,0.0,12.75,78.86,1.88
2024,1,9,2,0.0,12.38,83.81,1.25
2024,1,9,3,0.0,12.21,86.99,1.16
2024,1,9,4,0.0,12.17,88.64,0.9
2024,1,9,5,0.0,12.01,89.95,1.2
2024,1,9,6,0.0,11.51,92.35,1.6
2024,1,9,7,41.3,11.87,89.35,2.15
2024,1,9,8,93.57,13.03,83.07,2.32
2024,1,9,9,179.48,15.72,71.31,2.1
2024,1,9,10,267.67,18.21,57.62,1.86
2024,1,9,11,374.08,20.02,47.25,1.72
2024,1,9,12,451.2,21.28,40.19,1.8
2024,1,9,13,446.5,22.0,35.38,1.96
2024,1,9,14,376.75,22.2,32.11,2.13
2024,1,9,15,205.43,21.65,30.63,2.26
2024,1,9,16,85.88,19.43,34.45,1.6
2024,1,9,17,0.0,16.06,42.55,1.9
2024,1,9,18,0.0,14.46,48.7,2.35
2024,1,9,19,0.0,12.84,54.79,2.79
2024,1,9,20,0.0,11.34,59.34,3.06
2024,1,9,21,0.0,10.28,60.57,3.19
2024,1,9,22,0.0,9.46,59.79,3.23
2024,1,9,23,0.0,8.78,59.27,3.33
2024,1,10,0,0.0,8.2,59.78,3.5
2024,1,10,1,0.0,7.72,60.58,3.71
2024,1,10,2,0.0,7.25,61.92,3.91
2024,1,10,3,0.0,6.67,64.25,3.92
2024,1,10,4,0.0,6.01,67.24,3.66
2024,1,10,5,0.0,5.33,71.03,3.32
2024,1,10,6,0.0,4.72,75.06,3.05
2024,1,10,7,60.08,6.67,66.4,3.76
2024,1,10,8,178.62,9.53,54.95,3.13
2024,1,10,9,317.9,14.05,38.06,2.69
2024,1,10,10,518.45,16.88,30.19,1.52
2024,1,10,11,661.83,19.01,25.31,1.14
2024,1,10,12,672.33,20.69,21.68,1.45
2024,1,10,13,609.95,21.72,19.26,1.83
2024,1,10,14,481.0,21.97,18.07,2.16
2024,1,10,15,297.4,21.32,18.37,2.33
2024,1,10,16,106.65,18.26,24.44,1.86
2024,1,10,17,3.67,14.44,29.87,2.57
2024,1,10,18,0.0,12.45,34.47,3.05
2024,1,10,19,0.0,11.0,38.67,3.22
2024,1,10,20,0.0,9.82,42.88,3.21
2024,1,10,21,0.0,8.86,46.7,3.15
2024,1,10,22,0.0,8.09,49.92,3.1
2024,1,10,23,0.0,7.45,52.58,3.08
2024,1,11,0,0.0,6.89,54.79,3.06
2024,1,11,1,0.0,6.39,56.71,3.07
2024,1,11,2,0.0,5.94,58.33,3.11
2024,1,11,3,0.0,5.56,59.54,3.12
2024,1,11,4,0.0,5.24,60.73,3.05
2024,1,11,5,0.0,5.05,61.06,2.89
2024,1,11,6,0.0,5.05,60.75,2.67
2024,1,11,7,83.43,7.41,51.5,2.09
2024,1,11,8,274.33,11.32,39.49,2.25
2024,1,11,9,464.2,15.21,29.65,1.34
2024,1,11,10,613.0,19.44,20.68,0.81
2024,1,11,11,708.42,21.35,17.99,1.1
2024,1,11,12,716.25,22.71,15.86,1.55
2024,1,11,13,652.6,23.56,14.09,1.87
2024,1,11,14,519.95,23.8,13.09,1.81
2024,1,11,15,335.73,23.18,13.09,1.62
2024,1,11,16,129.02,20.4,17.65,1.18
2024,1,11,17,4.53,17.74,19.17,1.53
2024,1,11,18,0.0,15.5,22.11,2.16
2024,1,11,19,0.0,13.49,25.38,2.66
2024,1,11,20,0.0,12.1,28.03,2.75
2024,1,11,21,0.0,11.15,30.09,2.67
2024,1,11,22,0.0,10.31,32.32,2.59
2024,1,11,23,0.0,9.61,34.52,2.46
2024,1,12,0,0.0,8.68,37.72,2.54
2024,1,12,1,0.0,7.68,41.1,2.76
2024,1,12,2,0.0,6.97,44.06,3.02
2024,1,12,3,0.0,6.51,46.26,3.16
2024,1,12,4,0.0,6.23,47.98,3.13
2024,1,12,5,0.0,6.15,48.77,2.93
2024,1,12,6,0.0,6.22,49.06,2.67
2024,1,12,7,91.25,8.55,42.13,2.07
2024,1,12,8,291.75,12.42,32.89,2.32
2024,1,12,9,479.1,15.93,26.47,2.24
2024,1,12,10,619.7,19.23,21.49,2.33
2024,1,12,11,699.47,21.37,18.87,1.86
2024,1,12,12,707.38,23.18,17.21,1.82
2024,1,12,13,642.05,24.32,16.21,1.77
2024,1,12,14,511.75,24.51,15.81,1.33
2024,1,12,15,330.8,23.98,16.16,0.77
2024,1,12,16,128.0,22.03,20.24,0.29
2024,1,12,17,4.75,19.89,22.03,0.45
2024,1,12,18,0.0,18.15,23.08,1.23
2024,1,12,19,0.0,16.17,25.07,1.93
2024,1,12,20,0.0,14.41,27.32,2.44
2024,1,12,21,0.0,13.08,29.57,2.69
2024,1,12,22,0.0,12.11,31.72,2.8
2024,1,12,23,0.0,11.17,34.2,2.85
2024,1,13,0,0.0,10.39,36.74,2.8
2024,1,13,1,0.0,9.85,38.98,2.63
2024,1,13,2,0.0,9.53,40.6,2.33
2024,1,13,3,0.0,9.24,41.8,2.13
2024,1,13,4,0.0,8.76,43.19,2.16
2024,1,13,5,0.0,8.36,44.13,2.26
2024,1,13,6,0.0,8.27,44.01,2.28
2024,1,13,7,80.97,10.35,38.16,2.03
2024,1,13,8,255.15,13.69,30.54,2.56
2024,1,13,9,410.98,16.84,25.68,2.29
2024,1,13,10,537.85,20.44,23.01,2.44
2024,1,13,11,554.2,23.71,21.84,2.51
2024,1,13,12,579.25,25.49,19.76,2.82
2024,1,13,13,504.17,25.75,18.78,2.72
2024,1,13,14,388.7,25.3,18.71,2.55
2024,1,13,15,250.35,24.76,18.92,2.2
2024,1,13,16,94.05,22.47,23.31,1.12
2024,1,13,17,5.1,21.02,23.62,0.46
2024,1,13,18,0.0,19.97,25.02,0.32
2024,1,13,19,0.0,18.85,26.78,0.77
2024,1,13,20,0.0,17.79,28.86,0.98
2024,1,13,21,0.0,16.64,31.53,1.1
2024,1,13,22,0.0,15.42,34.87,1.2
2024,1,13,23,0.0,14.46,37.93,1.42
2024,1,14,0,0.0,13.28,41.86,1.75
2024,1,14,1,0.0,11.7,47.21,2.17
2024,1,14,2,0.0,10.21,52.86,2.46
2024,1,14,3,0.0,9.04,57.71,2.59
2024,1,14,4,0.0,8.07,61.79,2.64
2024,1,14,5,0.0,7.36,64.29,2.64
2024,1,14,6,0.0,6.9,65.3,2.59
2024,1,14,7,94.0,9.27,54.41,2.22
2024,1,14,8,300.17,12.5,43.18,2.38
2024,1,14,9,490.5,16.28,34.25,1.82
2024,1,14,10,633.12,19.86,27.88,1.21
2024,1,14,11,672.5,22.42,22.25,0.15
2024,1,14,12,687.67,24.23,17.92,0.65
2024,1,14,13,628.97,24.84,16.53,1.11
2024,1,14,14,503.38,24.69,16.32,1.4
2024,1,14,15,322.98,23.89,17.07,1.55
2024,1,14,16,123.45,21.08,21.99,1.32
2024,1,14,17,5.32,18.29,24.84,1.69
2024,1,14,18,0.0,16.12,28.09,2.17
2024,1,14,19,0.0,14.07,31.88,2.68
2024,1,14,20,0.0,12.3,35.37,3.05
2024,1,14,21,0.0,11.14,37.49,3.23
2024,1,14,22,0.0,10.18,39.34,3.27
2024,1,14,23,0.0,9.4,40.65,3.28
2024,1,15,0,0.0,8.75,41.22,3.27
2024,1,15,1,0.0,8.16,41.31,3.24
2024,1,15,2,0.0,7.63,41.32,3.18
2024,1,15,3,0.0,7.16,41.59,3.15
2024,1,15,4,0.0,6.79,42.04,3.09
2024,1,15,5,0.0,6.51,42.56,2.98
2024,1,15,6,0.0,6.42,42.54,2.77
2024,1,15,7,61.33,8.81,36.43,2.11
2024,1,15,8,209.02,12.67,28.19,1.95
2024,1,15,9,376.25,16.53,22.55,0.64
2024,1,15,10,519.38,20.28,17.88,0.55
2024,1,15,11,624.42,22.07,15.77,1.13
2024,1,15,12,684.62,23.35,14.3,1.3
2024,1,15,13,637.3,24.22,13.19,1.31
2024,1,15,14,507.92,24.43,12.56,1.31
2024,1,15,15,318.55,23.89,12.71,1.33
2024,1,15,16,127.9,21.31,16.77,1.15
2024,1,15,17,5.9,18.66,18.26,1.67
2024,1,15,18,0.0,16.22,21.32,2.41
2024,1,15,19,0.0,13.92,24.74,3.06
2024,1,15,20,0.0,12.25,27.71,3.35
2024,1,15,21,0.0,11.1,30.03,3.38
2024,1,15,22,0.0,10.16,32.33,3.3
2024,1,15,23,0.0,9.4,34.27,3.23
2024,1,16,0,-999.0,8.74,35.94,3.19
2024,1,16,1,-999.0,8.16,37.52,3.15
2024,1,16,2,-999.0,7.67,38.92,3.04
2024,1,16,3,-999.0,7.37,39.85,2.83
2024,1,16,4,-999.0,7.27,40.28,2.59
2024,1,16,5,0.0,7.33,40.29,2.37
2024,1,16,6,0.0,7.28,40.91,2.22
2024,1,16,7,67.22,8.99,37.38,1.96
2024,1,16,8,242.15,12.15,31.28,2.55
2024,1,16,9,430.8,15.58,27.32,2.47
2024,1,16,10,565.72,19.05,24.04,2.72
2024,1,16,11,591.9,21.39,21.2,2.72
2024,1,16,12,633.8,23.07,18.79,2.61
2024,1,16,13,591.03,23.82,17.99,2.39
2024,1,16,14,426.23,23.91,17.98,2.07
2024,1,16,15,274.8,23.29,18.93,1.92
2024,1,16,16,105.0,20.13,24.73,1.75
2024,1,16,17,6.25,16.75,30.42,2.45
2024,1,16,18,0.0,15.05,35.48,2.94
2024,1,16,19,0.0,13.84,40.06,3.23
2024,1,16,20,0.0,12.91,43.83,3.36
2024,1,16,21,0.0,12.12,46.38,3.4
2024,1,16,22,0.0,11.31,48.46,3.37
2024,1,16,23,0.0,10.41,50.32,3.24
2024,1,17,0,0.0,9.5,52.42,3.05
2024,1,17,1,0.0,8.68,54.56,2.86
2024,1,17,2,0.0,7.96,56.71,2.7
2024,1,17,3,0.0,7.37,58.73,2.61
2024,1,17,4,0.0,6.92,60.12,2.59
2024,1,17,5,0.0,6.57,61.3,2.65
2024,1,17,6,0.0,6.29,62.2,2.69
2024,1,17,7,79.1,8.5,53.23,2.92
2024,1,17,8,240.98,11.18,44.27,3.33
2024,1,17,9,421.17,14.82,34.07,3.43
2024,1,17,10,601.83,18.32,26.89,3.93
2024,1,17,11,597.97,21.02,23.4,3.84
2024,1,17,12,612.97,22.3,22.02,3.55
2024,1,17,13,560.58,22.84,21.29,3.22
2024,1,17,14,440.98,22.94,21.04,2.75
2024,1,17,15,276.35,22.35,21.69,2.15
2024,1,17,16,106.97,19.75,26.33,1.49
2024,1,17,17,5.53,17.01,30.66,1.95
2024,1,17,18,0.0,15.0,35.35,2.55
2024,1,17,19,0.0,13.46,39.5,2.96
2024,1,17,20,0.0,12.24,43.03,3.07
2024,1,17,21,0.0,11.06,46.78,3.1
2024,1,17,22,0.0,9.98,50.39,3.09
2024,1,17,23,0.0,9.0,53.54,3.0
2024,1,18,0,0.0,8.15,56.13,2.9
2024,1,18,1,0.0,7.43,58.19,2.8
2024,1,18,2,0.0,6.84,59.8,2.71
2024,1,18,3,0.0,6.41,60.95,2.63
2024,1,18,4,0.0,6.1,61.63,2.53
2024,1,18,5,0.0,5.9,62.02,2.39
2024,1,18,6,0.0,5.78,62.41,2.24
2024,1,18,7,60.72,7.94,53.84,2.03
2024,1,18,8,185.1,10.75,44.59,2.21
2024,1,18,9,333.8,14.54,35.16,2.17
2024,1,18,10,457.95,17.64,29.31,1.75
2024,1,18,11,621.17,20.01,25.45,0.94
2024,1,18,12,660.05,21.92,22.14,0.7
2024,1,18,13,598.97,22.71,20.63,0.83
2024,1,18,14,472.4,22.9,20.0,0.85
2024,1,18,15,297.48,22.4,20.26,0.88
2024,1,18,16,115.78,20.19,24.46,0.85
2024,1,18,17,6.28,17.43,27.84,1.22
2024,1,18,18,0.0,15.8,30.99,1.66
2024,1,18,19,0.0,14.13,34.83,2.09
2024,1,18,20,0.0,12.66,38.88,2.34
2024,1,18,21,0.0,11.44,42.72,2.4
2024,1,18,22,0.0,10.41,46.24,2.37
2024,1,18,23,0.0,9.5,49.79,2.31
2024,1,19,0,0.0,8.75,52.63,2.25
2024,1,19,1,0.0,8.17,54.87,2.17
2024,1,19,2,0.0,7.63,56.62,2.16
2024,1,19,3,0.0,7.16,57.7,2.16
2024,1,19,4,0.0,6.81,58.49,2.18
2024,1,19,5,0.0,6.58,58.5,2.14
2024,1,19,6,0.0,6.4,58.61,2.1
2024,1,19,7,60.12,8.3,50.92,1.92
2024,1,19,8,179.8,11.46,40.88,2.43
2024,1,19,9,320.95,15.71,30.84,2.79
2024,1,19,10,509.3,19.01,25.23,2.79
2024,1,19,11,669.6,20.87,22.65,2.25
2024,1,19,12,682.92,22.24,20.69,1.84
2024,1,19,13,622.9,22.9,19.47,1.5
2024,1,19,14,497.95,22.73,19.27,1.25
2024,1,19,15,321.3,21.85,20.04,1.25
2024,1,19,16,128.6,19.04,25.18,1.38
2024,1,19,17,7.0,15.17,31.02,2.28
2024,1,19,18,0.0,12.99,36.06,2.92
2024,1,19,19,0.0,11.65,40.31,3.18
2024,1,19,20,0.0,10.62,45.0,3.27
2024,1,19,21,0.0,9.68,49.99,3.24
2024,1,19,22,0.0,8.78,55.31,3.15
2024,1,19,23,0.0,7.97,60.17,3.01
2024,1,20,0,0.0,7.3,63.89,2.89
2024,1,20,1,0.0,6.72,66.62,2.78
2024,1,20,2,0.0,6.21,68.48,2.65
2024,1,20,3,0.0,5.78,69.84,2.46
2024,1,20,4,0.0,5.48,70.46,2.31
2024,1,20,5,0.0,5.25,70.59,2.21
2024,1,20,6,0.0,5.06,70.7,2.15
2024,1,20,7,42.47,7.14,60.51,2.12
2024,1,20,8,138.68,9.87,49.95,2.33
2024,1,20,9,263.77,13.97,36.57,2.31
2024,1,20,10,368.75,17.31,28.41,1.86
2024,1,20,11,521.5,19.35,24.7,1.21
2024,1,20,12,618.38,20.96,21.83,0.88
2024,1,20,13,626.95,21.76,20.65,0.63
2024,1,20,14,499.52,21.94,20.41,0.34
2024,1,20,15,323.17,21.47,20.88,0.42
2024,1,20,16,131.38,19.9,24.47,0.36
2024,1,20,17,7.57,18.13,26.0,0.54
2024,1,20,18,0.0,16.44,28.54,1.13
2024,1,20,19,0.0,14.63,32.16,1.76
2024,1,20,20,0.0,12.88,36.27,2.25
2024,1,20,21,0.0,11.36,40.22,2.48
2024,1,20,22,0.0,10.12,43.93,2.62
2024,1,20,23,0.0,9.1,47.45,2.72
2024,1,21,0,0.0,8.34,50.38,2.72
2024,1,21,1,0.0,7.76,52.84,2.68
2024,1,21,2,0.0,7.31,54.92,2.58
2024,1,21,3,0.0,6.97,56.65,2.48
2024,1,21,4,0.0,6.74,58.02,2.38
2024,1,21,5,0.0,6.6,59.09,2.27
2024,1,21,6,0.0,6.56,60.08,2.15
2024,1,21,7,75.35,8.46,53.49,1.73
2024,1,21,8,247.73,11.88,43.03,1.89
2024,1,21,9,445.55,16.09,32.58,1.46
2024,1,21,10,593.22,19.97,24.58,1.56
2024,1,21,11,684.03,21.94,20.34,2.3
2024,1,21,12,699.3,23.23,17.04,3.08
2024,1,21,13,640.55,23.87,15.12,3.6
2024,1,21,14,512.92,23.71,14.36,3.72
2024,1,21,15,325.65,22.75,14.65,3.59
2024,1,21,16,132.12,19.23,19.32,2.46
2024,1,21,17,8.2,14.59,25.29,3.01
2024,1,21,18,0.0,12.84,28.16,3.24
2024,1,21,19,0.0,11.49,31.04,3.25
2024,1,21,20,0.0,10.35,33.87,3.17
2024,1,21,21,0.0,9.48,36.31,3.04
2024,1,21,22,0.0,8.85,38.28,2.85
2024,1,21,23,0.0,8.35,39.87,2.72
2024,1,22,0,0.0,7.97,41.34,2.6
2024,1,22,1,0.0,7.77,42.18,2.44
2024,1,22,2,0.0,7.72,42.45,2.19
2024,1,22,3,0.0,7.62,42.73,2.04
2024,1,22,4,0.0,7.41,43.35,1.93
2024,1,22,5,0.0,7.09,44.34,1.9
2024,1,22,6,0.0,6.49,46.24,1.98
2024,1,22,7,81.38,8.06,41.84,2.07
2024,1,22,8,272.8,11.37,33.87,2.79
2024,1,22,9,462.17,15.74,25.06,2.62
2024,1,22,10,597.6,19.81,18.37,2.38
2024,1,22,11,674.38,21.54,15.96,2.59
2024,1,22,12,695.33,22.52,14.56,2.77
2024,1,22,13,638.85,22.96,13.83,2.74
2024,1,22,14,518.95,22.73,13.74,2.56
2024,1,22,15,339.9,21.98,14.2,2.32
2024,1,22,16,141.98,19.2,18.67,1.5
2024,1,22,17,8.8,16.47,21.2,1.55
2024,1,22,18,0.0,14.96,23.46,1.89
2024,1,22,19,0.0,13.22,27.1,2.34
2024,1,22,20,0.0,12.04,30.28,2.51
2024,1,22,21,0.0,11.21,33.16,2.44
2024,1,22,22,0.0,10.59,35.65,2.24
2024,1,22,23,0.0,10.19,37.74,1.96
2024,1,23,0,0.0,9.64,40.18,1.81
2024,1,23,1,0.0,8.99,42.91,1.72
2024,1,23,2,0.0,8.29,45.84,1.67
2024,1,23,3,0.0,7.62,48.86,1.69
2024,1,23,4,0.0,7.02,51.69,1.75
2024,1,23,5,0.0,6.47,54.51,1.85
2024,1,23,6,0.0,5.98,57.08,1.97
2024,1,23,7,60.6,7.88,50.71,2.05
2024,1,23,8,187.0,11.11,41.06,2.58
2024,1,23,9,374.5,15.54,29.44,2.45
2024,1,23,10,582.0,20.0,21.82,1.54
2024,1,23,11,679.65,21.99,20.81,1.47
2024,1,23,12,706.67,22.94,20.45,1.93
2024,1,23,13,646.95,23.34,20.37,2.27
2024,1,23,14,514.17,23.12,20.9,2.28
2024,1,23,15,328.58,22.37,21.92,2.08
2024,1,23,16,131.4,20.11,25.97,1.22
2024,1,23,17,8.25,18.1,28.85,0.82
2024,1,23,18,0.0,17.01,31.01,0.7
2024,1,23,19,0.0,15.62,33.98,1.05
2024,1,23,20,0.0,14.39,36.51,1.26
2024,1,23,21,0.0,13.42,38.39,1.3
2024,1,23,22,0.0,12.39,40.53,1.33
2024,1,23,23,0.0,11.81,41.43,1.32
2024,1,24,0,0.0,11.29,42.4,1.23
2024,1,24,1,0.0,10.91,43.24,1.01
2024,1,24,2,0.0,10.49,44.09,0.94
2024,1,24,3,0.0,9.6,46.66,1.01
2024,1,24,4,0.0,9.01,48.29,1.22
