Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Version
NSRDB,28930,-,-,-,27.05,75.75,5.5,0,5.5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Pressure,Temperature,Wind Speed
2005,1,1,0,30,0,0,-4,9670,9,0.1
2005,1,1,1,30,0,0,-5,9670,9,0.2
2005,1,1,2,30,0,0,-5,9670,8,0.2
2005,1,1,3,30,0,0,-5,9660,8,0.2
2005,1,1,4,30,0,0,-4,9670,8,0.1
2005,1,1,5,30,0,0,5,9680,12,0.2
2005,1,1,6,30,0,0,4,9690,12,0.2
2005,1,1,7,30,8,0,4,9700,13,0.1
2005,1,1,8,30,91,381,5,9710,15,0
2005,1,1,9,30,136,582,5,9710,19,0
2005,1,1,10,30,162,687,3,9710,22,0.1
2005,1,1,11,30,170,739,2,9700,24,0.1
2005,1,1,12,30,180,755,2,9690,25,0.1
2005,1,1,13,30,175,739,1,9680,25,0.1
2005,1,1,14,30,162,688,1,9670,24,0.1
2005,1,1,15,30,137,584,1,9670,23,0.1
2005,1,1,16,30,92,387,3,9680,20,0.1
2005,1,1,17,30,3,0,3,9680,18,0.1
2005,1,1,18,30,0,0,5,9690,17,0.1
2005,1,1,19,30,0,0,3,9690,16,0.1
2005,1,1,20,30,0,0,5,9700,16,0
2005,1,1,21,30,0,0,4,9700,15,0.1
2005,1,1,22,30,0,0,5,9700,14,0.1
2005,1,1,23,30,0,0,2,9700,14,0.1
2005,1,2,0,30,0,0,2,9700,13,0.2
2005,1,2,1,30,0,0,1,9700,12,0.2
2005,1,2,2,30,0,0,1,9690,12,0.2
2005,1,2,3,30,0,0,0,9690,11,0.2
2005,1,2,4,30,0,0,1,9690,11,0.2
2005,1,2,5,30,0,0,0,9690,10,0.2
2005,1,2,6,30,0,0,0,9700,10,0.2
2005,1,2,7,30,7,0,1,9710,12,0.2
2005,1,2,8,30,92,388,0,9720,15,0.1
2005,1,2,9,30,137,589,1,9720,19,0.1
2005,1,2,10,30,157,693,0,9720,23,0
2005,1,2,11,30,170,740,0,9700,24,0
2005,1,2,12,30,181,763,0,9690,25,0
2005,1,2,13,30,169,747,0,9680,25,0
2005,1,2,14,30,163,698,0,9670,24,0
2005,1,2,15,30,138,596,-1,9670,23,0.1
2005,1,2,16,30,94,399,2,9670,20,0.1
2005,1,2,17,30,3,0,0,9680,17,0.1
2005,1,2,18,30,0,0,0,9680,16,0.1
2005,1,2,19,30,0,0,0,9690,16,0.2
2005,1,2,20,30,0,0,0,9690,15,0.2
2005,1,2,21,30,0,0,0,9690,14,0.2
2005,1,2,22,30,0,0,0,9690,13,0.2
2005,1,2,23,30,0,0,0,9690,12,0.2
2005,1,3,0,30,0,0,0,9690,11,0.2
2005,1,3,1,30,0,0,0,9690,11,0.30000000000000004
2005,1,3,2,30,0,0,1,9690,10,0.30000000000000004
2005,1,3,3,30,0,0,1,9690,10,0.30000000000000004
2005,1,3,4,30,0,0,1,9690,9,0.30000000000000004
2005,1,3,5,30,0,0,1,9700,9,0.30000000000000004
2005,1,3,6,30,0,0,1,9700,9,0.30000000000000004
2005,1,3,7,30,7,0,1,9710,10,0.2
2005,1,3,8,30,106,208,1,9720,14,0.2
2005,1,3,9,30,189,298,1,9730,18,0.1
2005,1,3,10,30,208,604,0,9730,22,0.1
2005,1,3,11,30,177,747,-1,9720,24,0.1
2005,1,3,12,30,181,764,-1,9710,24,0.1
2005,1,3,13,30,177,750,-2,9710,24,0.2
2005,1,3,14,30,164,699,-2,9700,23,0.2
2005,1,3,15,30,139,598,-3,9700,22,0.2
2005,1,3,16,30,95,403,-2,9700,19,0.2
2005,1,3,17,30,3,0,-1,9710,16,0.30000000000000004
2005,1,3,18,30,0,0,-1,9720,15,0.30000000000000004
2005,1,3,19,30,0,0,-1,9730,14,0.30000000000000004
2005,1,3,20,30,0,0,0,9730,13,0.30000000000000004
2005,1,3,21,30,0,0,0,9740,12,0.30000000000000004
2005,1,3,22,30,0,0,0,9740,12,0.2
2005,1,3,23,30,0,0,0,9740,11,0.2
2005,1,4,0,30,0,0,0,9740,10,0.2
2005,1,4,1,30,0,0,0,9740,10,0.2
2005,1,4,2,30,0,0,0,9740,10,0.2
2005,1,4,3,30,0,0,0,9740,9,0.2
2005,1,4,4,30,0,0,0,9740,9,0.2
2005,1,4,5,30,0,0,0,9750,9,0.2
2005,1,4,6,30,0,0,0,9750,8,0.2
2005,1,4,7,30,4,0,0,9760,10,0.1
2005,1,4,8,30,91,386,0,9760,14,0.1
2005,1,4,9,30,137,589,0,9770,18,0.1
2005,1,4,10,30,157,693,-1,9760,21,0.1
2005,1,4,11,30,183,721,-2,9750,24,0
2005,1,4,12,30,244,587,-3,9730,25,0
2005,1,4,13,30,181,736,-4,9720,25,0.1
2005,1,4,14,30,164,704,-4,9720,24,0.1
2005,1,4,15,30,139,583,-4,9720,23,0.1
2005,1,4,16,30,96,409,-2,9720,19,0.1
2005,1,4,17,30,4,0,-2,9720,17,0.2
2005,1,4,18,30,0,0,-2,9720,16,0.2
2005,1,4,19,30,0,0,-2,9730,15,0.2
2005,1,4,20,30,0,0,-2,9730,14,0.2
2005,1,4,21,30,0,0,-2,9730,13,0.2
2005,1,4,22,30,0,0,-2,9720,12,0.2
2005,1,4,23,30,0,0,-2,9720,11,0.2
2005,1,5,0,30,0,0,-2,9720,11,0.2
2005,1,5,1,30,0,0,-2,9720,10,0.2
2005,1,5,2,30,0,0,-2,9720,9,0.2
2005,1,5,3,30,0,0,-2,9720,9,0.2
2005,1,5,4,30,0,0,-2,9730,9,0.2
2005,1,5,5,30,0,0,-2,9730,8,0.2
2005,1,5,6,30,0,0,-1,9740,8,0.2
2005,1,5,7,30,6,0,-1,9750,10,0.1
2005,1,5,8,30,91,387,-2,9750,14,0.1
2005,1,5,9,30,137,589,-2,9750,18,0
2005,1,5,10,30,163,695,-3,9750,22,0
2005,1,5,11,30,177,747,-3,9730,24,0
2005,1,5,12,30,181,764,-3,9720,25,0
2005,1,5,13,30,177,750,-3,9710,25,0.1
2005,1,5,14,30,164,700,-3,9700,24,0
2005,1,5,15,30,139,600,-3,9700,23,0
2005,1,5,16,30,104,367,0,9710,19,0
2005,1,5,17,30,4,0,0,9710,17,0
2005,1,5,18,30,0,0,-2,9710,16,0.1
2005,1,5,19,30,0,0,-2,9720,15,0.1
2005,1,5,20,30,0,0,-3,9720,14,0.2
2005,1,5,21,30,0,0,-2,9720,14,0.2
2005,1,5,22,30,0,0,-3,9720,13,0.2
2005,1,5,23,30,0,0,-2,9710,12,0.2
2005,1,6,0,30,0,0,-3,9710,11,0.2
2005,1,6,1,30,0,0,-2,9710,11,0.2
2005,1,6,2,30,0,0,-2,9700,10,0.2
2005,1,6,3,30,0,0,-2,9700,10,0.2
2005,1,6,4,30,0,0,-2,9710,9,0.2
2005,1,6,5,30,0,0,-2,9710,9,0.2
2005,1,6,6,30,0,0,-2,9720,8,0.2
2005,1,6,7,30,6,0,-2,9730,10,0.2
2005,1,6,8,30,95,373,-2,9730,13,0.2
2005,1,6,9,30,137,580,-2,9740,18,0.1
2005,1,6,10,30,163,700,-3,9740,21,0.1
2005,1,6,11,30,169,746,-3,9730,23,0.1
2005,1,6,12,30,182,769,-4,9720,24,0.1
2005,1,6,13,30,178,754,-4,9720,25,0.1
2005,1,6,14,30,165,705,-4,9710,24,0.1
2005,1,6,15,30,140,605,-4,9710,22,0.2
2005,1,6,16,30,100,396,-3,9710,19,0.2
2005,1,6,17,30,5,0,-2,9710,16,0.2
2005,1,6,18,30,0,0,-2,9720,15,0.30000000000000004
2005,1,6,19,30,0,0,-2,9720,14,0.30000000000000004
2005,1,6,20,30,0,0,-2,9720,13,0.30000000000000004
2005,1,6,21,30,0,0,-2,9720,12,0.30000000000000004
2005,1,6,22,30,0,0,-2,9720,11,0.2
2005,1,6,23,30,0,0,-2,9720,11,0.2
2005,1,7,0,30,0,0,-2,9720,10,0.2
2005,1,7,1,30,0,0,-2,9720,10,0.2
2005,1,7,2,30,0,0,-2,9720,9,0.2
2005,1,7,3,30,0,0,-2,9720,9,0.2
2005,1,7,4,30,0,0,-3,9720,9,0.2
2005,1,7,5,30,0,0,-3,9720,8,0.2
2005,1,7,6,30,0,0,-3,9730,8,0.2
2005,1,7,7,30,5,0,-3,9730,10,0.2
2005,1,7,8,30,94,372,-4,9740,14,0.1
2005,1,7,9,30,136,595,-4,9740,18,0.1
2005,1,7,10,30,158,696,-5,9740,22,0.1
2005,1,7,11,30,178,755,-5,9730,24,0.1
2005,1,7,12,30,182,771,-5,9720,25,0.2
2005,1,7,13,30,178,757,-5,9710,25,0.2
2005,1,7,14,30,159,703,-6,9710,24,0.2
2005,1,7,15,30,141,607,-6,9710,23,0.2
2005,1,7,16,30,98,417,-5,9700,20,0.2
2005,1,7,17,30,6,0,-4,9710,17,0.2
2005,1,7,18,30,0,0,-4,9710,15,0.2
2005,1,7,19,30,0,0,-4,9720,14,0.2
2005,1,7,20,30,0,0,-3,9720,14,0.2
2005,1,7,21,30,0,0,-4,9720,13,0.2
2005,1,7,22,30,0,0,-3,9710,12,0.2
2005,1,7,23,30,0,0,-3,9710,12,0.2
2005,1,8,0,30,0,0,-3,9710,11,0.2
2005,1,8,1,30,0,0,-3,9710,11,0.2
2005,1,8,2,30,0,0,-3,9710,10,0.2
2005,1,8,3,30,0,0,-3,9700,10,0.2
2005,1,8,4,30,0,0,-3,9700,9,0.2
2005,1,8,5,30,0,0,-3,9710,9,0.2
2005,1,8,6,30,0,0,-3,9710,9,0.2
2005,1,8,7,30,3,0,-3,9720,11,0.2
2005,1,8,8,30,91,383,-3,9720,14,0.1
2005,1,8,9,30,137,586,-3,9730,18,0.1
2005,1,8,10,30,163,693,-2,9730,22,0.1
2005,1,8,11,30,177,746,-3,9720,24,0.1
2005,1,8,12,30,182,763,-3,9710,25,0.1
2005,1,8,13,30,178,749,-3,9700,25,0.1
2005,1,8,14,30,165,700,-4,9700,24,0.1
2005,1,8,15,30,140,602,-3,9690,23,0.1
2005,1,8,16,30,98,415,-1,9690,20,0.1
2005,1,8,17,30,8,0,-1,9700,17,0.1
2005,1,8,18,30,0,0,0,9700,16,0.1
2005,1,8,19,30,0,0,-2,9700,15,0.1
2005,1,8,20,30,0,0,-1,9710,15,0.1
2005,1,8,21,30,0,0,-2,9710,14,0.1
2005,1,8,22,30,0,0,-1,9710,13,0.1
2005,1,8,23,30,0,0,-1,9700,13,0.1
2005,1,9,0,30,0,0,-1,9700,12,0.1
2005,1,9,1,30,0,0,-1,9700,12,0.1
2005,1,9,2,30,0,0,0,9700,11,0.1
2005,1,9,3,30,0,0,0,9690,11,0.1
2005,1,9,4,30,0,0,0,9690,11,0
2005,1,9,5,30,0,0,0,9690,11,0
2005,1,9,6,30,0,0,0,9700,11,0
2005,1,9,7,30,5,0,0,9700,12,0
2005,1,9,8,30,90,373,-3,9710,15,0
2005,1,9,9,30,135,575,-2,9710,19,0
2005,1,9,10,30,161,680,0,9710,23,0.1
2005,1,9,11,30,175,734,0,9700,25,0.1
2005,1,9,12,30,180,752,0,9690,26,0.1
2005,1,9,13,30,177,739,0,9680,26,0.1
2005,1,9,14,30,164,692,0,9670,25,0.1
2005,1,9,15,30,140,596,1,9670,24,0.1
2005,1,9,16,30,98,413,2,9670,21,0.1
2005,1,9,17,30,10,0,1,9680,18,0.1
2005,1,9,18,30,0,0,2,9680,17,0.1
2005,1,9,19,30,0,0,2,9680,16,0
2005,1,9,20,30,0,0,2,9680,16,0.1
2005,1,9,21,30,0,0,2,9680,15,0.1
2005,1,9,22,30,0,0,2,9670,14,0.1
2005,1,9,23,30,0,0,3,9670,14,0.1
2005,1,10,0,30,0,0,3,9660,13,0.1
2005,1,10,1,30,0,0,2,9660,13,0.1
2005,1,10,2,30,0,0,2,9650,12,0.2
2005,1,10,3,30,0,0,2,9650,12,0.2
2005,1,10,4,30,0,0,2,9650,11,0.2
2005,1,10,5,30,0,0,2,9650,11,0.2
2005,1,10,6,30,0,0,3,9660,11,0.1
2005,1,10,7,30,3,0,3,9670,13,0.1
2005,1,10,8,30,105,182,2,9670,16,0.1
2005,1,10,9,30,182,427,2,9670,20,0
2005,1,10,10,30,280,209,2,9670,24,0.1
2005,1,10,11,30,282,500,2,9660,25,0.1
2005,1,10,12,30,311,75,1,9640,26,0.2
2005,1,10,13,30,318,128,1,9640,25,0.2
2005,1,10,14,30,274,298,0,9630,25,0.2
2005,1,10,15,30,141,599,0,9630,23,0.2
2005,1,10,16,30,99,417,0,9630,20,0.2
2005,1,10,17,30,9,0,0,9640,18,0.2
2005,1,10,18,30,0,0,0,9650,16,0.2
2005,1,10,19,30,0,0,-1,9650,15,0.30000000000000004
2005,1,10,20,30,0,0,-2,9660,15,0.30000000000000004
2005,1,10,21,30,0,0,-2,9660,14,0.30000000000000004
2005,1,10,22,30,0,0,-3,9660,13,0.30000000000000004
2005,1,10,23,30,0,0,-3,9660,12,0.30000000000000004
2005,1,11,0,30,0,0,-3,9660,11,0.30000000000000004
2005,1,11,1,30,0,0,-3,9670,11,0.30000000000000004
2005,1,11,2,30,0,0,-3,9670,10,0.30000000000000004
2005,1,11,3,30,0,0,-3,9670,10,0.30000000000000004
2005,1,11,4,30,0,0,-3,9670,10,0.2
2005,1,11,5,30,0,0,-3,9680,9,0.2
2005,1,11,6,30,0,0,-3,9680,9,0.2
2005,1,11,7,30,5,0,-3,9690,11,0.2
2005,1,11,8,30,100,333,-3,9700,15,0.1
2005,1,11,9,30,137,585,-3,9710,19,0.1
2005,1,11,10,30,161,684,-4,9710,22,0.1
2005,1,11,11,30,167,760,-5,9700,23,0.1
2005,1,11,12,30,184,779,-6,9700,24,0.1
2005,1,11,13,30,180,766,-6,9690,24,0.1
2005,1,11,14,30,167,718,-6,9690,23,0.1
2005,1,11,15,30,142,616,-7,9690,22,0.1
2005,1,11,16,30,103,421,-5,9690,19,0.1
2005,1,11,17,30,10,0,-4,9700,16,0.2
2005,1,11,18,30,0,0,-4,9700,15,0.2
2005,1,11,19,30,0,0,-4,9710,14,0.2
2005,1,11,20,30,0,0,-4,9710,13,0.2
2005,1,11,21,30,0,0,-4,9710,13,0.2
2005,1,11,22,30,0,0,-3,9710,12,0.2
2005,1,11,23,30,0,0,-3,9710,11,0.2
2005,1,12,0,30,0,0,-3,9710,11,0.2
2005,1,12,1,30,0,0,-3,9710,10,0.2
2005,1,12,2,30,0,0,-2,9710,10,0.2
2005,1,12,3,30,0,0,-2,9710,9,0.2
2005,1,12,4,30,0,0,-2,9710,9,0.2
2005,1,12,5,30,0,0,-2,9710,9,0.2
2005,1,12,6,30,0,0,-2,9720,8,0.2
2005,1,12,7,30,5,0,-2,9730,11,0.1
2005,1,12,8,30,100,334,-3,9730,14,0.1
2005,1,12,9,30,138,586,-3,9740,18,0.1
2005,1,12,10,30,161,686,-4,9740,22,0.1
2005,1,12,11,30,167,763,-5,9730,24,0.1
2005,1,12,12,30,184,781,-6,9710,25,0.1
2005,1,12,13,30,181,769,-6,9710,25,0
2005,1,12,14,30,168,722,-7,9700,24,0.1
2005,1,12,15,30,139,626,-7,9700,23,0.1
2005,1,12,16,30,103,435,-4,9700,19,0.1
2005,1,12,17,30,13,0,-5,9700,16,0.1
2005,1,12,18,30,0,0,-3,9710,15,0.1
2005,1,12,19,30,0,0,-5,9710,15,0.1
2005,1,12,20,30,0,0,-3,9720,14,0.1
2005,1,12,21,30,0,0,-3,9720,13,0.1
2005,1,12,22,30,0,0,-3,9720,13,0.1
2005,1,12,23,30,0,0,-3,9720,12,0.1
2005,1,13,0,30,0,0,-3,9720,11,0.1
2005,1,13,1,30,0,0,-4,9710,11,0.1
2005,1,13,2,30,0,0,-3,9710,10,0.1
2005,1,13,3,30,0,0,-3,9710,10,0.1
2005,1,13,4,30,0,0,-3,9710,9,0.1
2005,1,13,5,30,0,0,-3,9710,9,0.1
2005,1,13,6,30,0,0,-2,9710,9,0.1
2005,1,13,7,30,5,0,-1,9720,11,0
2005,1,13,8,30,95,377,-5,9730,15,0
2005,1,13,9,30,138,594,-6,9730,19,0
2005,1,13,10,30,164,700,-7,9720,23,0
2005,1,13,11,30,178,752,-7,9710,25,0
2005,1,13,12,30,183,770,-8,9700,26,0
2005,1,13,13,30,180,757,-8,9700,26,0.1
2005,1,13,14,30,167,710,-9,9690,25,0.1
2005,1,13,15,30,143,616,-9,9690,24,0.1
2005,1,13,16,30,102,436,-6,9690,20,0.1
2005,1,13,17,30,15,0,-7,9700,17,0.1
2005,1,13,18,30,0,0,-7,9700,16,0.2
2005,1,13,19,30,0,0,-8,9700,15,0.2
2005,1,13,20,30,0,0,-8,9700,14,0.2
2005,1,13,21,30,0,0,-8,9700,14,0.2
2005,1,13,22,30,0,0,-8,9700,13,0.2
2005,1,13,23,30,0,0,-7,9700,12,0.2
2005,1,14,0,30,0,0,-6,9700,12,0.1
2005,1,14,1,30,0,0,-6,9690,11,0.1
2005,1,14,2,30,0,0,-6,9690,11,0.1
2005,1,14,3,30,0,0,-6,9680,11,0.1
2005,1,14,4,30,0,0,-5,9680,10,0.1
2005,1,14,5,30,0,0,-6,9690,10,0.1
2005,1,14,6,30,0,0,-6,9700,10,0.1
2005,1,14,7,30,5,0,-6,9700,12,0.1
2005,1,14,8,30,100,337,-10,9710,15,0.1
2005,1,14,9,30,137,591,-11,9710,19,0.1
2005,1,14,10,30,166,692,-11,9710,23,0
2005,1,14,11,30,204,661,-10,9700,26,0
2005,1,14,12,30,190,756,-10,9690,27,0
2005,1,14,13,30,180,761,-10,9680,27,0
2005,1,14,14,30,168,716,-9,9680,26,0
2005,1,14,15,30,160,587,-9,9680,24,0
2005,1,14,16,30,122,273,-5,9680,21,0
2005,1,14,17,30,7,0,-5,9680,18,0.1
2005,1,14,18,30,0,0,-6,9680,17,0.1
2005,1,14,19,30,0,0,-8,9680,16,0.1
2005,1,14,20,30,0,0,-7,9690,15,0.1
2005,1,14,21,30,0,0,-7,9680,14,0.2
2005,1,14,22,30,0,0,-6,9680,13,0.2
2005,1,14,23,30,0,0,-7,9680,12,0.2
2005,1,15,0,30,0,0,-8,9680,12,0.2
2005,1,15,1,30,0,0,-8,9680,11,0.2
2005,1,15,2,30,0,0,-9,9680,10,0.2
2005,1,15,3,30,0,0,-9,9680,10,0.2
2005,1,15,4,30,0,0,-9,9680,10,0.30000000000000004
2005,1,15,5,30,0,0,-9,9680,10,0.30000000000000004
2005,1,15,6,30,0,0,-9,9690,10,0.30000000000000004
2005,1,15,7,30,2,0,-8,9690,11,0.30000000000000004
2005,1,15,8,30,101,80,-8,9700,14,0.2
2005,1,15,9,30,136,580,-7,9710,18,0.2
2005,1,15,10,30,280,283,-7,9710,21,0.2
2005,1,15,11,30,177,739,-8,9700,23,0.1
2005,1,15,12,30,289,545,-8,9690,24,0.1
2005,1,15,13,30,273,48,-8,9680,24,0.1
2005,1,15,14,30,259,32,-8,9680,24,0.1
2005,1,15,15,30,98,0,-8,9680,23,0.1
2005,1,15,16,30,86,0,-7,9680,20,0.1
2005,1,15,17,30,9,0,-6,9680,17,0.2
2005,1,15,18,30,0,0,-6,9690,16,0.2
2005,1,15,19,30,0,0,-7,9700,15,0.2
2005,1,15,20,30,0,0,-7,9700,14,0.2
2005,1,15,21,30,0,0,-6,9700,14,0.30000000000000004
2005,1,15,22,30,0,0,-6,9690,14,0.30000000000000004
2005,1,15,23,30,0,0,-6,9690,13,0.30000000000000004
2005,1,16,0,30,0,0,-6,9680,13,0.30000000000000004
2005,1,16,1,30,0,0,-6,9680,13,0.30000000000000004
2005,1,16,2,30,0,0,-5,9680,13,0.2
2005,1,16,3,30,0,0,-5,9680,12,0.2
2005,1,16,4,30,0,0,-4,9680,12,0.2
2005,1,16,5,30,0,0,-4,9680,12,0.2
2005,1,16,6,30,0,0,-3,9690,11,0.2
2005,1,16,7,30,3,0,-3,9690,13,0.2
2005,1,16,8,30,106,245,-2,9700,15,0.2
2005,1,16,9,30,136,572,-2,9710,18,0.2
2005,1,16,10,30,273,135,-4,9710,21,0.30000000000000004
2005,1,16,11,30,176,731,-5,9690,23,0.30000000000000004
2005,1,16,12,30,199,722,-4,9680,24,0.30000000000000004
2005,1,16,13,30,178,738,-4,9670,23,0.30000000000000004
2005,1,16,14,30,179,671,-4,9670,23,0.30000000000000004
2005,1,16,15,30,143,603,-4,9670,22,0.2
2005,1,16,16,30,103,430,-3,9670,20,0.2
2005,1,16,17,30,22,0,-3,9670,18,0.2
2005,1,16,18,30,0,0,-3,9680,17,0.2
2005,1,16,19,30,0,0,-2,9680,16,0.30000000000000004
2005,1,16,20,30,0,0,-2,9680,16,0.30000000000000004
2005,1,16,21,30,0,0,-2,9680,15,0.30000000000000004
2005,1,16,22,30,0,0,-2,9680,15,0.30000000000000004
2005,1,16,23,30,0,0,-1,9670,13,0.2
2005,1,17,0,30,0,0,-1,9670,13,0.2
2005,1,17,1,30,0,0,-1,9670,12,0.2
2005,1,17,2,30,0,0,-1,9660,11,0.2
2005,1,17,3,30,0,0,-1,9660,11,0.2
2005,1,17,4,30,0,0,0,9660,10,0.2
2005,1,17,5,30,0,0,0,9670,10,0.2
2005,1,17,6,30,0,0,0,9670,10,0.2
2005,1,17,7,30,6,0,0,9680,12,0.1
2005,1,17,8,30,91,379,0,9690,15,0.1
2005,1,17,9,30,137,582,-1,9690,19,0.1
2005,1,17,10,30,217,518,-1,9690,23,0.1
2005,1,17,11,30,177,742,0,9680,24,0
2005,1,17,12,30,183,762,0,9660,25,0
2005,1,17,13,30,180,751,0,9650,25,0.1
2005,1,17,14,30,168,707,0,9650,24,0.1
2005,1,17,15,30,184,445,-1,9650,22,0.1
2005,1,17,16,30,116,398,-1,9650,20,0.2
2005,1,17,17,30,29,5,0,9650,17,0.2
2005,1,17,18,30,0,0,0,9660,16,0.30000000000000004
2005,1,17,19,30,0,0,0,9670,15,0.30000000000000004
2005,1,17,20,30,0,0,0,9680,14,0.30000000000000004
2005,1,17,21,30,0,0,0,9680,13,0.30000000000000004
2005,1,17,22,30,0,0,0,9680,13,0.30000000000000004
2005,1,17,23,30,0,0,0,9680,12,0.30000000000000004
2005,1,18,0,30,0,0,0,9680,12,0.30000000000000004
2005,1,18,1,30,0,0,0,9680,11,0.30000000000000004
2005,1,18,2,30,0,0,0,9680,11,0.30000000000000004
2005,1,18,3,30,0,0,0,9680,10,0.30000000000000004
2005,1,18,4,30,0,0,0,9680,10,0.30000000000000004
2005,1,18,5,30,0,0,0,9690,9,0.30000000000000004
2005,1,18,6,30,0,0,0,9690,9,0.30000000000000004
2005,1,18,7,30,6,0,-1,9710,11,0.2
2005,1,18,8,30,102,319,-2,9710,14,0.2
2005,1,18,9,30,139,598,-2,9720,19,0.2
2005,1,18,10,30,165,708,-2,9720,21,0.2
2005,1,18,11,30,169,764,-4,9720,23,0.2
2005,1,18,12,30,186,786,-5,9710,23,0.2
2005,1,18,13,30,183,777,-7,9700,23,0.2
2005,1,18,14,30,161,731,-8,9700,22,0.2
2005,1,18,15,30,143,640,-8,9700,20,0.2
2005,1,18,16,30,109,464,-8,9700,18,0.2
2005,1,18,17,30,28,0,-7,9710,15,0.2
2005,1,18,18,30,0,0,-7,9710,14,0.30000000000000004
2005,1,18,19,30,0,0,-7,9720,13,0.30000000000000004
2005,1,18,20,30,0,0,-7,9720,12,0.2
2005,1,18,21,30,0,0,-7,9720,11,0.2
2005,1,18,22,30,0,0,-7,9730,10,0.2
2005,1,18,23,30,0,0,-6,9720,10,0.1
2005,1,19,0,30,0,0,-5,9720,10,0.1
2005,1,19,1,30,0,0,-5,9720,9,0.1
2005,1,19,2,30,0,0,-5,9720,9,0.1
2005,1,19,3,30,0,0,-5,9720,8,0.1
2005,1,19,4,30,0,0,-6,9720,8,0.1
2005,1,19,5,30,0,0,-6,9720,8,0.1
2005,1,19,6,30,0,0,-6,9740,8,0.1
2005,1,19,7,30,7,0,-6,9740,10,0.1
2005,1,19,8,30,101,349,-8,9750,14,0.1
2005,1,19,9,30,138,603,-8,9750,18,0.1
2005,1,19,10,30,159,707,-7,9740,21,0.1
2005,1,19,11,30,169,770,-7,9730,22,0.2
2005,1,19,12,30,173,790,-8,9720,23,0.2
2005,1,19,13,30,170,779,-8,9710,23,0.2
2005,1,19,14,30,161,735,-8,9710,22,0.30000000000000004
2005,1,19,15,30,143,643,-9,9710,21,0.30000000000000004
2005,1,19,16,30,144,346,-8,9720,18,0.30000000000000004
2005,1,19,17,30,27,0,-7,9730,15,0.2
2005,1,19,18,30,0,0,-7,9730,13,0.2
2005,1,19,19,30,0,0,-7,9740,13,0.2
2005,1,19,20,30,0,0,-6,9740,12,0.2
2005,1,19,21,30,0,0,-6,9740,11,0.2
2005,1,19,22,30,0,0,-6,9730,11,0.2
2005,1,19,23,30,0,0,-6,9730,10,0.2
2005,1,20,0,30,0,0,-6,9730,10,0.2
2005,1,20,1,30,0,0,-6,9730,9,0.2
2005,1,20,2,30,0,0,-6,9730,9,0.2
2005,1,20,3,30,0,0,-7,9730,8,0.2
2005,1,20,4,30,0,0,-7,9730,8,0.2
2005,1,20,5,30,0,0,-7,9730,8,0.2
2005,1,20,6,30,0,0,-6,9730,8,0.2
2005,1,20,7,30,7,0,-6,9740,10,0.1
2005,1,20,8,30,94,400,-8,9740,13,0.1
2005,1,20,9,30,140,602,-8,9750,17,0.1
2005,1,20,10,30,163,691,-9,9740,21,0.1
2005,1,20,11,30,189,729,-10,9740,23,0.1
2005,1,20,12,30,267,562,-11,9730,24,0.1
2005,1,20,13,30,241,656,-11,9720,24,0.1
2005,1,20,14,30,283,314,-12,9720,23,0.1
2005,1,20,15,30,225,216,-12,9720,22,0.2
2005,1,20,16,30,108,459,-11,9720,19,0.2
2005,1,20,17,30,17,0,-9,9720,15,0.2
2005,1,20,18,30,0,0,-9,9730,14,0.2
2005,1,20,19,30,0,0,-8,9740,14,0.1
2005,1,20,20,30,0,0,-6,9740,14,0.1
2005,1,20,21,30,0,0,-5,9740,13,0.1
2005,1,20,22,30,0,0,-5,9740,13,0.1
2005,1,20,23,30,0,0,-5,9740,12,0.1
2005,1,21,0,30,0,0,-5,9740,12,0.1
2005,1,21,1,30,0,0,-5,9740,11,0.1
2005,1,21,2,30,0,0,-6,9730,11,0.1
2005,1,21,3,30,0,0,-6,9740,11,0.1
2005,1,21,4,30,0,0,-6,9730,11,0.1
2005,1,21,5,30,0,0,-6,9740,10,0.1
2005,1,21,6,30,0,0,-6,9740,10,0.1
2005,1,21,7,30,8,0,-5,9750,11,0.1
2005,1,21,8,30,109,180,-8,9750,13,0.1
2005,1,21,9,30,191,354,-9,9750,16,0.1
2005,1,21,10,30,291,191,-9,9750,20,0.1
2005,1,21,11,30,313,82,-10,9730,21,0.1
2005,1,21,12,30,280,20,-10,9730,22,0.1
2005,1,21,13,30,147,0,-10,9720,21,0
2005,1,21,14,30,117,0,-10,9710,21,0.1
2005,1,21,15,30,88,0,-10,9710,20,0.1
2005,1,21,16,30,50,0,-7,9720,18,0.1
2005,1,21,17,30,10,0,-7,9720,17,0.1
2005,1,21,18,30,0,0,-7,9730,16,0.2
2005,1,21,19,30,0,0,-7,9730,16,0.2
2005,1,21,20,30,0,0,-6,9730,15,0.2
2005,1,21,21,30,0,0,-6,9730,14,0.2
2005,1,21,22,30,0,0,-5,9730,14,0.30000000000000004
2005,1,21,23,30,0,0,-5,9730,13,0.2
2005,1,22,0,30,0,0,-5,9720,13,0.2
2005,1,22,1,30,0,0,-5,9720,12,0.2
2005,1,22,2,30,0,0,-4,9710,12,0.2
