What is your age?,How many traffic lights do you have to pass during your travel journey ?,How many junctions during your travel journey?,How many road blocks during your travel journey?,How many toll booth are there from your house to work/school/university/ hospital?,Departure_Lat,Departure_Lon,Destination_Lat,Destination_Lon,Departure_hour,Departure_minute,Destination_hour,Destination_minute,Travel_Time_Minutes,Mode_of_Transportation_Bus,Mode_of_Transportation_Cabs Services,Mode_of_Transportation_Car,Mode_of_Transportation_College Bus,Mode_of_Transportation_College Bus ,Mode_of_Transportation_Cycle,Mode_of_Transportation_Institution Provided Transport ,Mode_of_Transportation_Magic,Mode_of_Transportation_Public Transport,Mode_of_Transportation_Railway ,Mode_of_Transportation_Train,Mode_of_Transportation_Two Wheeler,Mode_of_Transportation_Uber,Mode_of_Transportation_Udke,Mode_of_Transportation_University Bus,Mode_of_Transportation_University Bus ,Mode_of_Transportation_Walk,Mode_of_Transportation_Walking
19.0,3,1,1,1.0,26.8228644,75.8662533,26.8437601,75.8175392,7,0,15,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,3,1,0.0,26.4833211,76.73400939999999,26.4833211,76.73400939999999,6,0,15,0,60.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,3,3,2.0,26.8225942,75.8659493,27.1769338,75.95968859999999,8,0,16,0,180.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,27.4315897,76.1793951,26.9593461,75.7790985,8,0,15,0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,0,1.0,27.9541584,75.2237865,27.2237346,75.94777549999999,7,0,16,0,30.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,26.8318045,75.7763927,26.9195875,75.78796080000001,8,0,15,0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,0,0.0,27.0063226,75.76794559999999,27.0063226,75.76794559999999,6,0,19,0,120.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,25.3322294,76.5089496,27.1753839,75.9535815,8,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,1.0,27.2994432,75.9570743,27.2994432,75.9570743,5,0,18,0,60.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,0,0,0,2.0,27.1329757,75.9567046,27.0200643,75.77203279999999,5,0,17,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,1,0.0,27.1769338,75.95968859999999,26.9621084,75.7816265,8,0,16,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,0,0,0.0,25.3322294,76.5089496,25.3322294,76.5089496,8,0,16,0,90.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,1,0,1.0,28.2070892,76.857682,26.4349644,74.6497356,8,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
19.0,2,1,1,2.0,27.0742749,75.9743617,28.2070892,76.857682,5,0,17,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,2,2,0.0,28.0605146,73.2942267,26.9357847,75.8336128,6,0,17,0,5.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,27.1735967,75.9568018,27.5529907,76.6345735,8,0,16,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,2,1,0.0,25.3322294,76.5089496,27.1769338,75.95968859999999,8,0,17,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,1.0,26.9013363,75.828819,26.9178916,75.801538,10,0,17,0,180.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,25.1012882,76.5119321,26.9178916,75.801538,5,0,17,0,540.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,7,0,0,0.0,26.9951938,75.761173,27.1769338,75.95968859999999,0,0,15,0,60.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,0.0,26.8176736,75.86171709999999,26.8437601,75.8175392,14,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,1,0,1,2.0,26.9006947,75.8962924,27.0319414,75.8882508,7,0,17,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,1,2,0,0.0,27.0319414,75.8882508,27.1753839,75.9535815,7,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,2,3,0.0,27.6271717,75.14919499999999,26.9556924,75.6882696,8,0,16,0,22.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,3,3,2,2.0,27.3842893,75.9611437,26.9556924,75.6882696,5,0,15,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,3,3,1.0,27.1329757,75.9567046,26.9523378,75.8699419,7,0,16,0,120.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,26.9523378,75.8699419,27.1329757,75.9567046,14,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,0.0,28.5920617,76.2652909,27.1769338,75.95968859999999,8,0,16,0,10.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,27.1769338,75.95968859999999,28.6139298,77.2088282,8,0,17,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,28.141145,74.9910112,28.1702297,74.9796619,8,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,0,0.0,29.0587757,76.085601,29.5320731,75.03177339999999,8,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,3,2,2,0.0,27.3842893,75.9611437,27.3842893,75.9611437,5,0,17,0,60.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,0,0,0.0,27.1655759,75.7158062,27.1655759,75.7158062,11,0,17,0,30.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,26.9221388,75.7945031,27.1769338,75.95968859999999,5,0,16,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,1.0,27.5633198,75.1027241,27.5633198,75.1027241,7,0,19,0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,1.0,28.0750239,76.4215988,26.9124336,75.7872709,9,0,15,0,50.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,3,17,0,1.0,27.8943707,76.3666226,27.1735967,75.9568018,7,0,17,0,100.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,3,3,3,2.0,26.9047751,75.74886409999999,27.1769338,75.95968859999999,6,0,16,0,60.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,3,0,0.0,27.2679694,75.959302,27.2679694,75.959302,9,0,20,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,1,3.0,27.1518699,75.9347113,27.1769338,75.95968859999999,8,0,17,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,2,1,1.0,26.9006947,75.8962924,26.8986836,75.9004325,7,0,17,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,3,1.0,27.9941409,74.9618826,27.1753839,75.9535815,5,0,16,0,40.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,6,1,0,0.0,26.9459393,75.6985927,26.9459393,75.6985927,7,0,15,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,4,1,1,2.0,26.8437601,75.8175392,26.8437601,75.8175392,6,0,15,0,45.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,1,0,0,0.0,26.8622557,75.9557586,26.8672497,75.96954649999999,7,0,15,0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,0,1.0,27.1735967,75.9568018,27.3881882,76.5719414,6,0,17,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,0.0,27.0319414,75.8882508,27.0338102,75.8877261,7,0,15,0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,2,2,2,2.0,27.0773501,75.9666439,27.0710552,75.9707087,7,0,16,0,90.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,1.0,27.2685725,75.97825399999999,26.9594427,75.6585971,14,0,15,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,1,0,0,0.0,26.8218452,75.8608608,26.82178,75.8111028,9,0,16,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,0,1,0.0,26.8176736,75.86171709999999,26.8176736,75.86171709999999,7,0,17,0,60.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,1,1.0,26.8176736,75.86171709999999,26.5712202,75.7391805,8,0,17,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,2,0,0.0,26.8208193,75.8602542,27.5529907,76.6345735,7,0,15,0,15.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,27.1518699,75.9347113,32.2431872,77.1891761,8,0,15,0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,10,0,8,0.0,26.8389757,75.81550039999999,26.8223653,75.8641324,14,0,20,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,3,0,2,0.0,26.9483579,75.7184693,26.9483579,75.7184693,8,0,15,0,30.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,0,3,0,0.0,26.9357847,75.8336128,26.942517,75.832122,8,0,17,0,30.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,2,0,0,0.0,26.7799499,75.84758529999999,26.7799499,75.84758529999999,7,0,15,0,30.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,0,0,0,1.0,27.1769338,75.95968859999999,26.9413591,75.8434082,7,0,17,0,120.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,3,3,1,0.0,27.0773501,75.9666439,27.0773501,75.9666439,8,0,17,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
19.0,0,0,0,0.0,26.9418362,75.8054121,27.0313177,75.8941194,9,0,17,0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,1,0,0,0.0,26.9055822,75.74289929999999,26.8437601,75.8175392,7,0,17,0,30.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,2,1,1,0.0,23.2280428,72.67276749999999,26.8176736,75.86171709999999,7,0,17,0,60.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,26.82976,75.8239801,26.82976,75.8239801,8,0,15,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,2,2,2.0,26.9113378,75.71823839999999,27.1769338,75.95968859999999,9,0,18,0,60.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,3,5,0,0.0,26.8534095,75.7974636,26.8530431,75.7945238,7,0,16,0,25.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,1,2,2,0.0,26.9377719,75.8352963,26.9377719,75.8352963,6,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,1,0,0,0.0,26.9055822,75.74289929999999,26.8228644,75.8662533,7,0,15,0,15.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,6,1,3,0.0,26.8225942,75.8659493,26.8225942,75.8659493,6,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,2,0.0,26.9344949,75.7942503,26.9344949,75.7942503,7,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,11,0,0,0.0,26.8437601,75.8175392,26.8437601,75.8175392,7,0,15,0,32.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,15,1,0,1.0,26.8538825,75.7613461,26.8159333,75.8666471,13,0,23,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,1,0,0.0,26.8550079,75.82409539999999,26.8437601,75.8175392,7,0,15,0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,3,0,0,0.0,24.8139455,74.006509,24.8139455,74.006509,7,0,15,0,32.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,2,0,0,0.0,26.8883852,75.75803259999999,26.8539113,75.8283917,7,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,0.0,26.8437601,75.8175392,26.8176736,75.86171709999999,6,0,16,0,80.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,3,3,0.0,26.9059167,75.77273199999999,26.8225942,75.8659493,8,0,21,0,120.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,5,0,0,0.0,26.8437601,75.8175392,26.8176736,75.86171709999999,8,0,17,0,30.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,2,0,2,0.0,26.8437601,75.8175392,26.8437601,75.8175392,7,0,15,0,30.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,2,3,1,0.0,26.897853,75.824826,26.854033,75.8283378,8,0,20,0,15.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,0,0,0.0,26.9597381,75.6709855,26.8548759,75.8240721,9,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,1,0,1,0.0,27.7253879,75.9753516,26.9227523,75.71865079999999,8,0,15,0,10.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,0,0,0.0,26.8860398,75.8971648,26.8860398,75.8971648,8,0,16,0,20.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,10,1,3,0.0,26.8395187,75.8308801,26.8539113,75.8283917,8,0,15,0,120.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,7,1,0,1.0,26.8931731,75.7495047,26.854033,75.8283378,7,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,2,2,2,1.0,26.876938,75.791186,26.8573126,75.828701,5,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,3,0,0,0.0,26.9348527,75.8333957,26.854033,75.8283378,8,0,16,0,20.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,6,1,4,0.0,26.8887546,75.73680449999999,26.8539113,75.8283917,8,0,16,0,35.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,2,2,3,0.0,26.960563,75.7938483,26.8539113,75.8283917,9,0,19,0,17.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,7,0,7,0.0,26.8996751,75.840345,26.8539113,75.8283917,8,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,3,3,1,0.0,26.8926706,75.828273,26.854033,75.8283378,9,0,17,0,30.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,5,0,0,0.0,27.0004386,75.7685798,26.8539113,75.8283917,7,0,17,0,45.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,2,0,0,0.0,26.8962743,75.7447079,26.8539113,75.8283917,8,0,16,0,17.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,2,0,3,0.0,26.9297764,75.7978988,26.8539113,75.8283917,8,0,16,0,30.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,9,2,3,0.0,26.851985,75.82145899999999,26.8539113,75.8283917,7,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,6,0,2,0.0,26.9108489,75.7753665,26.854033,75.8283378,8,0,16,0,45.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,8,0,0,0.0,26.8399253,75.82071069999999,26.8548759,75.8240721,8,0,17,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,7,0,0,0.0,26.8872225,75.7342405,26.8225942,75.8659493,8,0,17,0,40.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,3,3,3,0.0,26.8220553,75.8657023,27.1769338,75.95968859999999,8,0,17,0,15.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,0.0,26.8996953,76.332411,26.1631531,74.018261,8,0,16,0,25.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,2,1,0,0.0,26.778057,75.9143867,26.8020678,75.8258125,8,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,3,0,0,0.0,26.9592126,75.7714732,26.8191641,75.7659513,8,0,17,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,1,1,1,0.0,26.9444814,75.7792992,26.9556924,75.6882696,7,0,15,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,1,1,2.0,26.8176736,75.86171709999999,26.9478515,75.77808200000001,7,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,2,0,0,0.0,26.8464514,75.76507149999999,26.8128739,75.8914485,8,0,16,0,60.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,3,0,1,0.0,26.9243316,75.8123829,26.8539113,75.8283917,8,0,15,0,45.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,7,0,2,0.0,26.8539518,75.7612568,26.9319914,75.8172577,9,0,15,0,60.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,0,0,1,0.0,26.8402034,75.8299688,26.8539518,75.7612568,8,0,15,0,20.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,2,1,0.0,26.888214,75.7611853,26.8539113,75.8283917,9,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,5,0,1,0.0,26.8790027,75.79072699999999,26.8550079,75.82409539999999,7,0,15,0,35.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,1,1,0,0.0,26.8892814,75.8360422,26.8548759,75.8240721,9,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,2,1,0,0.0,26.3022093,72.86336349999999,26.8437601,75.8175392,8,0,15,0,22.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,2,2,0,0.0,26.8478889,75.8172384,26.8573126,75.828701,8,0,16,0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,1,0,2,0.0,26.8947446,75.8301169,26.8478889,75.8172384,8,0,16,0,15.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,26.8437601,75.8175392,26.8999249,75.8261587,8,0,15,0,30.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,1,1,0,0.0,26.8437601,75.8175392,26.8437601,75.8175392,8,0,16,0,7.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,2,2,2,0.0,26.9458769,81.0202533,26.9656399,75.7749395,9,0,17,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,1,0.0,26.8437601,75.8175392,26.8437601,75.8175392,8,0,16,0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,3,1,0,0.0,26.8943545,81.0804158,26.8539113,75.8283917,6,0,20,0,45.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,0,0,0,0.0,26.8437601,75.8175392,26.854236,75.8232531,9,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,3,0,1,0.0,26.8437601,75.8175392,26.8437601,75.8175392,8,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,0.0,26.8437601,75.8175392,26.8539113,75.8283917,8,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,1,1,0,0.0,26.8896982,75.7454899,28.5279118,77.20889869999999,8,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,1,0,1,0.0,28.5255708,77.1339407,29.5652574,74.3352858,8,0,16,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,1,0,0.0,26.97745,75.7662542,26.8548945,75.83060770000002,8,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,0.0,26.9523378,75.8699419,26.8548759,75.8240721,8,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,1,0,3,1.0,26.8549013,75.8245635,27.1769338,75.95968859999999,8,0,15,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,3,0,0.0,26.8706477,75.7382514,26.8549013,75.8245635,6,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
19.0,0,0,0,0.0,26.849193,75.78438550000001,26.8706477,75.7382514,7,0,17,0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,0,3,0.0,26.8424123,75.8287438,26.854033,75.8283378,7,0,16,0,45.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,0,1,0,0.0,26.8437601,75.8175392,26.8539113,75.8283917,8,0,17,0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,0,0.0,26.912446,75.735246,26.8437601,75.8175392,8,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,3,0,5,0.0,28.676234,77.19338599999999,26.8539113,75.8283917,8,0,17,0,30.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,1,2,1,0.0,26.8550079,75.82409539999999,26.854033,75.8283378,8,0,20,0,30.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,2,0,0,0.0,26.855112,75.832424,26.8573126,75.828701,8,0,16,0,15.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,0.0,27.4825294,77.65265339999999,26.8539113,75.8283917,8,0,15,0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,0,0.0,26.8990422,75.83028089999999,26.8558343,75.8190398,8,0,15,0,45.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,1,1,1,0.0,26.855112,75.832424,23.3440997,85.309562,8,0,16,0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,0,0.0,28.1322131,75.4023801,26.8539113,75.8283917,9,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,0,0.0,26.8549392,75.8186388,28.1322131,75.4023801,7,0,21,0,360.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,3,0,0,0.0,26.8568216,75.8148679,26.8539113,75.8283917,8,0,17,0,15.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,0,0,0,0.0,26.8023777,75.8258716,26.8539113,75.8283917,9,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,1,0,0.0,26.9094863,75.7812579,26.8437601,75.8175392,8,0,16,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,2,0,0,0.0,26.9865696,75.7596762,26.8881391,75.76106539999999,8,0,17,0,15.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,1,1,0,0.0,26.8424736,75.8128819,27.1769338,75.95968859999999,9,0,16,0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,1,0,0,0.0,25.3366306,74.5697617,26.8424736,75.8128819,8,0,16,0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,5,3,1,0.0,26.8505591,75.8225267,26.8437601,75.8175392,8,0,16,0,40.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,0,0,0,1.0,24.4054876,75.8214371,26.854033,75.8283378,9,0,17,0,120.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19.0,2,0,0,0.0,26.8548945,75.83060770000002,24.4054876,75.8214371,8,0,15,0,25.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,1,1,0,0.0,26.8437601,75.8175392,26.854033,75.8283378,8,0,16,0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,3,0,0,0.0,27.5790576,76.0743124,27.6405402,75.8766333,8,0,16,0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,2,1,1,0.0,26.9047528,75.7325159,26.8539113,75.8283917,8,0,15,0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,0,0,0,0.0,26.920487,75.7899187,26.854033,75.8283378,8,0,15,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,3,0,0,1.0,26.9621084,75.7816265,26.8550079,75.82409539999999,7,0,16,0,30.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,7,0,0,0.0,23.6831071,86.9649116,26.8437601,75.8175392,8,0,17,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19.0,4,0,0,0.0,26.4573487,74.6458987,26.9124336,75.7872709,9,0,15,0,33.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
